Filename,Site,Lat,Lon,TagNumber,Color,Category,Ranking,Surveyor,"Black=TX, Yellow=PS, Blue=SW"
P9092236-TX-40.JPG,Texas Rock,24.681333,-82.890883,40,Black,Light,3,,
P9090013-TX-41.JPG,Texas Rock,24.681333,-82.890883,41,Black,Heavy,5,,
P9090265-TX-42.JPG,Texas Rock,24.681333,-82.890883,42,Black,Heavy,5,,
P9090374-TX-44.JPG,Texas Rock,24.681333,-82.890883,44,Black,Recently Dead,2,,
P9090575-TX-45.JPG,Texas Rock,24.681333,-82.890883,45,Black,Heavy,5,,
P9090889-TX-46.JPG,Texas Rock,24.681333,-82.890883,46,Black,Bleached,1,,
P9091017-TX-47.JPG,Texas Rock,24.681333,-82.890883,47,Black,Heavy,5,,
P9091266-TX-48.JPG,Texas Rock,24.681333,-82.890883,48,Black,Bleached,1,,
P9090060-TX-49.JPG,Texas Rock,24.681333,-82.890883,49,Black,Light,3,,
P9090113-TX-50.JPG,Texas Rock,24.681333,-82.890883,50,Black,Heavy,5,,
P9090230-TX-51.JPG,Texas Rock,24.681333,-82.890883,51,Black,Moderate,4,,
P9090597-TX-52.JPG,Texas Rock,24.681333,-82.890883,52,Black,Heavy,5,,
P9090710-TX-53.JPG,Texas Rock,24.681333,-82.890883,53,Black,Moderate,4,,
P9090872-TX-54.JPG,Texas Rock,24.681333,-82.890883,54,Black,Light,3,,
P9091066-TX-55.JPG,Texas Rock,24.681333,-82.890883,55,Black,Moderate,4,,
P9091228-TX-56.JPG,Texas Rock,24.681333,-82.890883,56,Black,Heavy,5,,
P9092545-TX-57.JPG,Texas Rock,24.681333,-82.890883,57,Black,Moderate,4,,
P9090017-TX-59.JPG,Texas Rock,24.681333,-82.890883,59,Black,Heavy,5,,
P9092625-TX-60.JPG,Texas Rock,24.681333,-82.890883,60,Black,Heavy,5,,
P9092712-TX-61.JPG,Texas Rock,24.681333,-82.890883,61,Black,Light,3,,
P9092748-TX-62.JPG,Texas Rock,24.681333,-82.890883,62,Black,Heavy,5,,
P9094510-TX-65.JPG,Texas Rock,24.681333,-82.890883,65,Black,Recently Dead,2,,
P9094738-TX-67.JPG,Texas Rock,24.681333,-82.890883,67,Black,Moderate,4,,
P9094924-TX-68.JPG,Texas Rock,24.681333,-82.890883,68,Black,Heavy,5,,
P9094986-TX-69.JPG,Texas Rock,24.681333,-82.890883,69,Black,Recently Dead,2,,
P9095160-TX-70.JPG,Texas Rock,24.681333,-82.890883,70,Black,Heavy,5,,
P9095321-TX-71.JPG,Texas Rock,24.681333,-82.890883,71,Black,Light,3,,
P9095489-TX-72.JPG,Texas Rock,24.681333,-82.890883,72,Black,Heavy,5,,
P9091468-TX-73.JPG,Texas Rock,24.681333,-82.890883,73,Black,Bleached,1,,
P9091550-TX-74.JPG,Texas Rock,24.681333,-82.890883,74,Black,Moderate,4,,
P9091731-TX-75.JPG,Texas Rock,24.681333,-82.890883,75,Black,Moderate,4,,
P9091803-TX-76.JPG,Texas Rock,24.681333,-82.890883,76,Black,Light,3,,
P9091871-TX-77.JPG,Texas Rock,24.681333,-82.890883,77,Black,Bleached,1,,
P9091980-TX-78.JPG,Texas Rock,24.681333,-82.890883,78,Black,Heavy,5,,
P9092028-TX-79.JPG,Texas Rock,24.681333,-82.890883,79,Black,Light,3,,
P9092090-TX-80.JPG,Texas Rock,24.681333,-82.890883,80,Black,Heavy,5,,
P9090498-TX-81.JPG,Texas Rock,24.681333,-82.890883,81,Black,Recently Dead,2,,
P9090261-TX-84.JPG,Texas Rock,24.681333,-82.890883,84,Black,Light,3,,
P9090171-TX-86.JPG,Texas Rock,24.681333,-82.890883,86,Black,Heavy,5,,
P9090107-TX-87.JPG,Texas Rock,24.681333,-82.890883,87,Black,Light,3,,
P9093656-TX-88.JPG,Texas Rock,24.681333,-82.890883,88,Black,Heavy,5,,
P9090743-TX-89.JPG,Texas Rock,24.681333,-82.890883,89,Black,Bleached,1,,
P9090847-TX-90.JPG,Texas Rock,24.681333,-82.890883,90,Black,Heavy,5,,
P9091008-TX-91.JPG,Texas Rock,24.681333,-82.890883,91,Black,Moderate,4,,
P9091026-TX-92.JPG,Texas Rock,24.681333,-82.890883,92,Black,Light,3,,
P9091186-TX-93.JPG,Texas Rock,24.681333,-82.890883,93,Black,Bleached,1,,
P9091409-TX-94.JPG,Texas Rock,24.681333,-82.890883,94,Black,Moderate,4,,
P9091455-TX-95.JPG,Texas Rock,24.681333,-82.890883,95,Black,Bleached,1,,
P9092514-TX-97.JPG,Texas Rock,24.681333,-82.890883,97,Black,Light,3,,
P9092597-TX-98.JPG,Texas Rock,24.681333,-82.890883,98,Black,Heavy,5,,
P9092644-TX-99.JPG,Texas Rock,24.681333,-82.890883,99,Black,Light,3,,
P9093001-TX-100.JPG,Texas Rock,24.681333,-82.890883,100,Black,Heavy,5,,
P9092896-TX-101.JPG,Texas Rock,24.681333,-82.890883,101,Black,Light,3,,
P9092746-TX-103.JPG,Texas Rock,24.681333,-82.890883,103,Black,Light,3,,
P9092705-TX-104.JPG,Texas Rock,24.681333,-82.890883,104,Black,Bleached,1,,
P9096803-TX-105.JPG,Texas Rock,24.681333,-82.890883,105,Black,Light,3,,
P9096928-TX-106.JPG,Texas Rock,24.681333,-82.890883,106,Black,Heavy,5,,
P9097053-TX-107.JPG,Texas Rock,24.681333,-82.890883,107,Black,Light,3,,
P9097203-TX-108.JPG,Texas Rock,24.681333,-82.890883,108,Black,Heavy,5,,
P9092952-TX-109.JPG,Texas Rock,24.681333,-82.890883,109,Black,Recently Dead,2,,
P9092890-TX-110.JPG,Texas Rock,24.681333,-82.890883,110,Black,Heavy,5,,
P9092875-TX-111.JPG,Texas Rock,24.681333,-82.890883,111,Black,Light,3,,
P9092813-TX-112.JPG,Texas Rock,24.681333,-82.890883,112,Black,Heavy,5,,
P9090045-TX-113.JPG,Texas Rock,24.681333,-82.890883,113,Black,Moderate,4,,
P9090274-TX-115.JPG,Texas Rock,24.681333,-82.890883,115,Black,Recently Dead,2,,
P9090156-TX-116.JPG,Texas Rock,24.681333,-82.890883,116,Black,Bleached,1,,
P9090368-TX-118.JPG,Texas Rock,24.681333,-82.890883,118,Black,Moderate,4,,
P9090555-TX-119.JPG,Texas Rock,24.681333,-82.890883,119,Black,Light,3,,
P9090672-TX-120.JPG,Texas Rock,24.681333,-82.890883,120,Black,Light,3,,
P9091896-TX-121.JPG,Texas Rock,24.681333,-82.890883,121,Black,Light,3,,
P9092007-TX-122.JPG,Texas Rock,24.681333,-82.890883,122,Black,Recently Dead,2,,
P9092129-TX-123.JPG,Texas Rock,24.681333,-82.890883,123,Black,Light,3,,
P9092260-TX-124.JPG,Texas Rock,24.681333,-82.890883,124,Black,Heavy,5,,
P9092179-TX-125.JPG,Texas Rock,24.681333,-82.890883,125,Black,Light,3,,
P9092322-TX-126.JPG,Texas Rock,24.681333,-82.890883,126,Black,Light,3,,
