date,siteclust,subregion,lon,lat,dhw
2023-08-08,41,Lower Keys,-81.63146,24.499615,13.25
2023-08-08,42,Lower Keys,-81.52017,24.522404,12.74
2023-08-08,43,Lower Keys,-81.87914,24.454845,10.3
2023-08-08,44,Middle Keys,-80.73689,24.77622,14.17
2023-08-08,45,Lower Keys,-81.451145,24.53896,14.11
2023-08-08,46,Lower Keys,-81.70589444444444,24.482108888888888,13.07
2023-08-08,47,Broward-Miami,-80.1100105872521,25.997518832866962,5.76
2023-08-08,48,Broward-Miami,-80.1066370010376,26.013216018676758,5.76
2023-08-08,49,Broward-Miami,-80.09374128069196,26.145856584821427,NA
2023-08-08,5,Middle Keys,-81.11055108108108,24.626045675675677,13.97
2023-08-08,50,Broward-Miami,-80.08564910888671,26.210536670684814,NA
2023-08-08,51,Broward-Miami,-80.0898677280971,26.182849611554825,NA
2023-08-08,52,Broward-Miami,-80.08897247314454,26.199350357055664,NA
2023-08-08,53,Broward-Miami,-80.098114013671875,26.109182834625244,5.91
2023-08-08,54,Broward-Miami,-80.09680938720703,26.1586332321167,NA
2023-08-08,55,Broward-Miami,-80.10639381408691,26.06255006790161,5.89
2023-08-08,56,Broward-Miami,-80.11518096923828,25.976316452026367,5.76
2023-08-08,57,Biscayne,-80.09595111111112,25.641212222222222,7.44
2023-08-08,58,Biscayne,-80.1385375,25.475755,9.07
2023-08-08,59,Broward-Miami,-80.10703,25.83403,6.15
2023-08-08,6,Lower Keys,-81.40537463414634,24.546137073170733,13.86
2023-08-08,60,Biscayne,-80.09989,25.7277,6.57
2023-08-08,61,Biscayne,-80.10125625,25.5656675,7.930000000000001
2023-08-08,62,Tortugas--Dry Tortugas NP,-82.7989565,24.702541500000002,8.1
2023-08-08,63,Tortugas--Dry Tortugas NP,-82.7728,24.69355,8.11
2023-08-08,64,Tortugas--Dry Tortugas NP,-82.920517,24.61915,7.24
2023-08-08,65,Middle Keys,-80.6175075,24.90038,12.790000000000001
2023-08-08,66,Biscayne,-80.10287,25.53167,7.930000000000001
2023-08-08,67,Biscayne,-80.172505,25.35629,8.93
2023-08-08,68,Biscayne,-80.17822,25.33529,10.16
2023-08-08,7,Upper Keys,-80.281991,25.159758,10.700000000000001
2023-08-08,8,Middle Keys,-80.45652223333333,24.960605333333334,9.98
2023-08-08,9,Upper Keys,-80.26312043214286,25.148446528571426,9.74
2023-08-09,1,Upper Keys,-80.21065787388889,25.22146261977778,9.48
2023-08-09,10,Upper Keys,-80.3502695,25.0337599,10.450000000000001
2023-08-09,11,Upper Keys,-80.30377966666667,25.112720216666666,10.32
2023-08-09,12,Upper Keys,-80.29363458333333,25.134927492105263,11.03
2023-08-09,13,Middle Keys,-80.484465,24.939072,11.88
2023-08-09,14,Upper Keys,-80.37158037500001,25.0137503375,9.55
2023-08-09,15,Upper Keys,-80.243,25.2092,10.61
2023-08-09,16,Upper Keys,-80.405216,25.01575,10.47
2023-08-09,17,Upper Keys,-80.2191835234375,25.209177501875,9.48
2023-08-09,18,Upper Keys,-80.266,25.171266,10.05
2023-08-09,19,Upper Keys,-80.2088667,25.2807167,10.34
2023-08-09,2,Lower Keys,-81.84418155555555,24.46009533333333,10.51
2023-08-09,20,Upper Keys,-80.24255788333333,25.186216616666666,10.61
2023-08-09,21,Tortugas--Dry Tortugas NP,-82.867385,24.620765,7.55
2023-08-09,22,Tortugas--Dry Tortugas NP,-82.89099433333334,24.680955333333333,8.25
2023-08-09,23,Biscayne,-80.1861780047814,25.317226179867,10.34
2023-08-09,24,Biscayne,-80.16031,25.3732,9.21
2023-08-09,25,Lower Keys,-81.37904,24.553425,14.17
2023-08-09,26,Lower Keys,-81.472025,24.5333225,14.43
2023-08-09,27,Lower Keys,-81.54748363636364,24.516484545454546,13.27
2023-08-09,28,Lower Keys,-81.5935,24.50599,13.46
2023-08-09,29,Lower Keys,-81.76455999999999,24.471865,10.370000000000001
2023-08-09,3,Lower Keys,-81.386315,24.614938333333335,15.75
2023-08-09,30,Lower Keys,-81.9258,24.444805000000002,10.66
2023-08-09,31,Lower Keys,-81.90785,24.45692,10.61
2023-08-09,32,Lower Keys,-81.65581,24.493776666666665,13.57
2023-08-09,33,Lower Keys,-81.485742,24.530938,14.86
2023-08-09,34,Lower Keys,-81.36317,24.62133,NA
2023-08-09,35,Middle Keys,-80.96599,24.68441,14.4
2023-08-09,36,Lower Keys,-81.44109888888889,24.540693333333333,14.43
2023-08-09,37,Lower Keys,-81.50222777777778,24.5262,14.86
2023-08-09,38,Lower Keys,-81.739744,24.474934,10.370000000000001
2023-08-09,39,Lower Keys,-81.67159,24.48972,13.57
2023-08-09,4,Upper Keys,-80.41520614285714,24.986858335714285,10.47
2023-08-09,40,Lower Keys,-81.570164,24.51006,13.27
2023-08-09,41,Lower Keys,-81.63146,24.499615,13.57
2023-08-09,42,Lower Keys,-81.52017,24.522404,13.05
2023-08-09,43,Lower Keys,-81.87914,24.454845,10.61
2023-08-09,44,Middle Keys,-80.73689,24.77622,14.55
2023-08-09,45,Lower Keys,-81.451145,24.53896,14.43
2023-08-09,46,Lower Keys,-81.70589444444444,24.482108888888888,13.39
2023-08-09,47,Broward-Miami,-80.1100105872521,25.997518832866962,5.97
2023-08-09,48,Broward-Miami,-80.1066370010376,26.013216018676758,5.97
2023-08-09,49,Broward-Miami,-80.09374128069196,26.145856584821427,NA
2023-08-09,5,Middle Keys,-81.11055108108108,24.626045675675677,14.31
2023-08-09,50,Broward-Miami,-80.08564910888671,26.210536670684814,NA
2023-08-09,51,Broward-Miami,-80.0898677280971,26.182849611554825,NA
2023-08-09,52,Broward-Miami,-80.08897247314454,26.199350357055664,NA
2023-08-09,53,Broward-Miami,-80.098114013671875,26.109182834625244,6.12
2023-08-09,54,Broward-Miami,-80.09680938720703,26.1586332321167,NA
2023-08-09,55,Broward-Miami,-80.10639381408691,26.06255006790161,6.11
2023-08-09,56,Broward-Miami,-80.11518096923828,25.976316452026367,5.97
2023-08-09,57,Biscayne,-80.09595111111112,25.641212222222222,7.72
2023-08-09,58,Biscayne,-80.1385375,25.475755,9.38
2023-08-09,59,Broward-Miami,-80.10703,25.83403,6.390000000000001
2023-08-09,6,Lower Keys,-81.40537463414634,24.546137073170733,14.17
2023-08-09,60,Biscayne,-80.09989,25.7277,6.83
2023-08-09,61,Biscayne,-80.10125625,25.5656675,8.22
2023-08-09,62,Tortugas--Dry Tortugas NP,-82.7989565,24.702541500000002,8.36
2023-08-09,63,Tortugas--Dry Tortugas NP,-82.7728,24.69355,8.370000000000001
2023-08-09,64,Tortugas--Dry Tortugas NP,-82.920517,24.61915,7.5200000000000005
2023-08-09,65,Middle Keys,-80.6175075,24.90038,13.16
2023-08-09,66,Biscayne,-80.10287,25.53167,8.22
2023-08-09,67,Biscayne,-80.172505,25.35629,9.21
2023-08-09,68,Biscayne,-80.17822,25.33529,10.46
2023-08-09,7,Upper Keys,-80.281991,25.159758,11.03
2023-08-09,8,Middle Keys,-80.45652223333333,24.960605333333334,10.3
2023-08-09,9,Upper Keys,-80.26312043214286,25.148446528571426,10.05
2023-08-10,1,Upper Keys,-80.21065787388889,25.22146261977778,9.790000000000001
2023-08-10,10,Upper Keys,-80.3502695,25.0337599,10.790000000000001
2023-08-10,11,Upper Keys,-80.30377966666667,25.112720216666666,10.65
2023-08-10,12,Upper Keys,-80.29363458333333,25.134927492105263,11.38
2023-08-10,13,Middle Keys,-80.484465,24.939072,12.24
2023-08-10,14,Upper Keys,-80.37158037500001,25.0137503375,9.870000000000001
2023-08-10,15,Upper Keys,-80.243,25.2092,10.94
2023-08-10,16,Upper Keys,-80.405216,25.01575,10.81
2023-08-10,17,Upper Keys,-80.2191835234375,25.209177501875,9.790000000000001
2023-08-10,18,Upper Keys,-80.266,25.171266,10.38
2023-08-10,19,Upper Keys,-80.2088667,25.2807167,10.67
2023-08-10,2,Lower Keys,-81.84418155555555,24.46009533333333,10.86
2023-08-10,20,Upper Keys,-80.24255788333333,25.186216616666666,10.94
2023-08-10,21,Tortugas--Dry Tortugas NP,-82.867385,24.620765,7.87
2023-08-10,22,Tortugas--Dry Tortugas NP,-82.89099433333334,24.680955333333333,8.57
2023-08-10,23,Biscayne,-80.1861780047814,25.317226179867,10.67
2023-08-10,24,Biscayne,-80.16031,25.3732,9.53
2023-08-10,25,Lower Keys,-81.37904,24.553425,14.5
2023-08-10,26,Lower Keys,-81.472025,24.5333225,14.76
2023-08-10,27,Lower Keys,-81.54748363636364,24.516484545454546,13.6
2023-08-10,28,Lower Keys,-81.5935,24.50599,13.81
2023-08-10,29,Lower Keys,-81.76455999999999,24.471865,10.71
2023-08-10,3,Lower Keys,-81.386315,24.614938333333335,16.11
2023-08-10,30,Lower Keys,-81.9258,24.444805000000002,11.02
2023-08-10,31,Lower Keys,-81.90785,24.45692,10.96
2023-08-10,32,Lower Keys,-81.65581,24.493776666666665,13.92
2023-08-10,33,Lower Keys,-81.485742,24.530938,15.21
2023-08-10,34,Lower Keys,-81.36317,24.62133,NA
2023-08-10,35,Middle Keys,-80.96599,24.68441,14.77
2023-08-10,36,Lower Keys,-81.44109888888889,24.540693333333333,14.76
2023-08-10,37,Lower Keys,-81.50222777777778,24.5262,15.21
2023-08-10,38,Lower Keys,-81.739744,24.474934,10.71
2023-08-10,39,Lower Keys,-81.67159,24.48972,13.92
2023-08-10,4,Upper Keys,-80.41520614285714,24.986858335714285,10.81
2023-08-10,40,Lower Keys,-81.570164,24.51006,13.6
2023-08-10,41,Lower Keys,-81.63146,24.499615,13.92
2023-08-10,42,Lower Keys,-81.52017,24.522404,13.370000000000001
2023-08-10,43,Lower Keys,-81.87914,24.454845,10.96
2023-08-10,44,Middle Keys,-80.73689,24.77622,14.94
2023-08-10,45,Lower Keys,-81.451145,24.53896,14.76
2023-08-10,46,Lower Keys,-81.70589444444444,24.482108888888888,13.75
2023-08-10,47,Broward-Miami,-80.1100105872521,25.997518832866962,6.18
2023-08-10,48,Broward-Miami,-80.1066370010376,26.013216018676758,6.18
2023-08-10,49,Broward-Miami,-80.09374128069196,26.145856584821427,NA
2023-08-10,5,Middle Keys,-81.11055108108108,24.626045675675677,14.67
2023-08-10,50,Broward-Miami,-80.08564910888671,26.210536670684814,NA
2023-08-10,51,Broward-Miami,-80.0898677280971,26.182849611554825,NA
2023-08-10,52,Broward-Miami,-80.08897247314454,26.199350357055664,NA
2023-08-10,53,Broward-Miami,-80.098114013671875,26.109182834625244,6.32
2023-08-10,54,Broward-Miami,-80.09680938720703,26.1586332321167,NA
2023-08-10,55,Broward-Miami,-80.10639381408691,26.06255006790161,6.3100000000000005
2023-08-10,56,Broward-Miami,-80.11518096923828,25.976316452026367,6.18
2023-08-10,57,Biscayne,-80.09595111111112,25.641212222222222,8.03
2023-08-10,58,Biscayne,-80.1385375,25.475755,9.73
2023-08-10,59,Broward-Miami,-80.10703,25.83403,6.63
2023-08-10,6,Lower Keys,-81.40537463414634,24.546137073170733,14.5
2023-08-10,60,Biscayne,-80.09989,25.7277,7.1000000000000005
2023-08-10,61,Biscayne,-80.10125625,25.5656675,8.55
2023-08-10,62,Tortugas--Dry Tortugas NP,-82.7989565,24.702541500000002,8.68
2023-08-10,63,Tortugas--Dry Tortugas NP,-82.7728,24.69355,8.69
2023-08-10,64,Tortugas--Dry Tortugas NP,-82.920517,24.61915,7.84
2023-08-10,65,Middle Keys,-80.6175075,24.90038,13.540000000000001
2023-08-10,66,Biscayne,-80.10287,25.53167,8.55
2023-08-10,67,Biscayne,-80.172505,25.35629,9.53
2023-08-10,68,Biscayne,-80.17822,25.33529,10.8
2023-08-10,7,Upper Keys,-80.281991,25.159758,11.38
2023-08-10,8,Middle Keys,-80.45652223333333,24.960605333333334,10.63
2023-08-10,9,Upper Keys,-80.26312043214286,25.148446528571426,10.38
2023-08-11,1,Upper Keys,-80.21065787388889,25.22146261977778,10.11
2023-08-11,10,Upper Keys,-80.3502695,25.0337599,11.13
2023-08-11,11,Upper Keys,-80.30377966666667,25.112720216666666,10.99
2023-08-11,12,Upper Keys,-80.29363458333333,25.134927492105263,11.73
2023-08-11,13,Middle Keys,-80.484465,24.939072,12.620000000000001
2023-08-11,14,Upper Keys,-80.37158037500001,25.0137503375,10.19
2023-08-11,15,Upper Keys,-80.243,25.2092,11.290000000000001
2023-08-11,16,Upper Keys,-80.405216,25.01575,11.16
2023-08-11,17,Upper Keys,-80.2191835234375,25.209177501875,10.11
2023-08-11,18,Upper Keys,-80.266,25.171266,10.71
2023-08-11,19,Upper Keys,-80.2088667,25.2807167,11
2023-08-11,2,Lower Keys,-81.84418155555555,24.46009533333333,11.23
2023-08-11,20,Upper Keys,-80.24255788333333,25.186216616666666,11.290000000000001
2023-08-11,21,Tortugas--Dry Tortugas NP,-82.867385,24.620765,8.21
2023-08-11,22,Tortugas--Dry Tortugas NP,-82.89099433333334,24.680955333333333,8.89
2023-08-11,23,Biscayne,-80.1861780047814,25.317226179867,11
2023-08-11,24,Biscayne,-80.16031,25.3732,9.84
2023-08-11,25,Lower Keys,-81.37904,24.553425,14.86
2023-08-11,26,Lower Keys,-81.472025,24.5333225,15.13
2023-08-11,27,Lower Keys,-81.54748363636364,24.516484545454546,13.950000000000001
2023-08-11,28,Lower Keys,-81.5935,24.50599,14.16
2023-08-11,29,Lower Keys,-81.76455999999999,24.471865,11.06
2023-08-11,3,Lower Keys,-81.386315,24.614938333333335,16.5
2023-08-11,30,Lower Keys,-81.9258,24.444805000000002,11.41
2023-08-11,31,Lower Keys,-81.90785,24.45692,11.35
2023-08-11,32,Lower Keys,-81.65581,24.493776666666665,14.3
2023-08-11,33,Lower Keys,-81.485742,24.530938,15.58
2023-08-11,34,Lower Keys,-81.36317,24.62133,NA
2023-08-11,35,Middle Keys,-80.96599,24.68441,15.19
2023-08-11,36,Lower Keys,-81.44109888888889,24.540693333333333,15.13
2023-08-11,37,Lower Keys,-81.50222777777778,24.5262,15.58
2023-08-11,38,Lower Keys,-81.739744,24.474934,11.06
2023-08-11,39,Lower Keys,-81.67159,24.48972,14.3
2023-08-11,4,Upper Keys,-80.41520614285714,24.986858335714285,11.16
2023-08-11,40,Lower Keys,-81.570164,24.51006,13.950000000000001
2023-08-11,41,Lower Keys,-81.63146,24.499615,14.3
2023-08-11,42,Lower Keys,-81.52017,24.522404,13.71
2023-08-11,43,Lower Keys,-81.87914,24.454845,11.35
2023-08-11,44,Middle Keys,-80.73689,24.77622,15.38
2023-08-11,45,Lower Keys,-81.451145,24.53896,15.13
2023-08-11,46,Lower Keys,-81.70589444444444,24.482108888888888,14.14
2023-08-11,47,Broward-Miami,-80.1100105872521,25.997518832866962,6.390000000000001
2023-08-11,48,Broward-Miami,-80.1066370010376,26.013216018676758,6.390000000000001
2023-08-11,49,Broward-Miami,-80.09374128069196,26.145856584821427,NA
2023-08-11,5,Middle Keys,-81.11055108108108,24.626045675675677,15.07
2023-08-11,50,Broward-Miami,-80.08564910888671,26.210536670684814,NA
2023-08-11,51,Broward-Miami,-80.0898677280971,26.182849611554825,NA
2023-08-11,52,Broward-Miami,-80.08897247314454,26.199350357055664,NA
2023-08-11,53,Broward-Miami,-80.098114013671875,26.109182834625244,6.53
2023-08-11,54,Broward-Miami,-80.09680938720703,26.1586332321167,NA
2023-08-11,55,Broward-Miami,-80.10639381408691,26.06255006790161,6.51
2023-08-11,56,Broward-Miami,-80.11518096923828,25.976316452026367,6.390000000000001
2023-08-11,57,Biscayne,-80.09595111111112,25.641212222222222,8.32
2023-08-11,58,Biscayne,-80.1385375,25.475755,10.06
2023-08-11,59,Broward-Miami,-80.10703,25.83403,6.87
2023-08-11,6,Lower Keys,-81.40537463414634,24.546137073170733,14.86
2023-08-11,60,Biscayne,-80.09989,25.7277,7.36
2023-08-11,61,Biscayne,-80.10125625,25.5656675,8.85
2023-08-11,62,Tortugas--Dry Tortugas NP,-82.7989565,24.702541500000002,9.02
2023-08-11,63,Tortugas--Dry Tortugas NP,-82.7728,24.69355,9.02
2023-08-11,64,Tortugas--Dry Tortugas NP,-82.920517,24.61915,8.17
2023-08-11,65,Middle Keys,-80.6175075,24.90038,13.96
2023-08-11,66,Biscayne,-80.10287,25.53167,8.85
2023-08-11,67,Biscayne,-80.172505,25.35629,9.84
2023-08-11,68,Biscayne,-80.17822,25.33529,11.14
2023-08-11,7,Upper Keys,-80.281991,25.159758,11.73
2023-08-11,8,Middle Keys,-80.45652223333333,24.960605333333334,10.98
2023-08-11,9,Upper Keys,-80.26312043214286,25.148446528571426,10.71
2023-08-12,1,Upper Keys,-80.21065787388889,25.22146261977778,10.43
2023-08-12,10,Upper Keys,-80.3502695,25.0337599,11.46
2023-08-12,11,Upper Keys,-80.30377966666667,25.112720216666666,11.32
2023-08-12,12,Upper Keys,-80.29363458333333,25.134927492105263,12.09
2023-08-12,13,Middle Keys,-80.484465,24.939072,12.99
2023-08-12,14,Upper Keys,-80.37158037500001,25.0137503375,10.5
2023-08-12,15,Upper Keys,-80.243,25.2092,11.63
2023-08-12,16,Upper Keys,-80.405216,25.01575,11.49
2023-08-12,17,Upper Keys,-80.2191835234375,25.209177501875,10.43
2023-08-12,18,Upper Keys,-80.266,25.171266,11.03
2023-08-12,19,Upper Keys,-80.2088667,25.2807167,11.35
2023-08-12,2,Lower Keys,-81.84418155555555,24.46009533333333,11.6
2023-08-12,20,Upper Keys,-80.24255788333333,25.186216616666666,11.63
2023-08-12,21,Tortugas--Dry Tortugas NP,-82.867385,24.620765,8.51
2023-08-12,22,Tortugas--Dry Tortugas NP,-82.89099433333334,24.680955333333333,9.18
2023-08-12,23,Biscayne,-80.1861780047814,25.317226179867,11.35
2023-08-12,24,Biscayne,-80.16031,25.3732,10.16
2023-08-12,25,Lower Keys,-81.37904,24.553425,15.22
2023-08-12,26,Lower Keys,-81.472025,24.5333225,15.5
2023-08-12,27,Lower Keys,-81.54748363636364,24.516484545454546,14.31
2023-08-12,28,Lower Keys,-81.5935,24.50599,14.530000000000001
2023-08-12,29,Lower Keys,-81.76455999999999,24.471865,11.42
2023-08-12,3,Lower Keys,-81.386315,24.614938333333335,16.91
2023-08-12,30,Lower Keys,-81.9258,24.444805000000002,11.78
2023-08-12,31,Lower Keys,-81.90785,24.45692,11.72
2023-08-12,32,Lower Keys,-81.65581,24.493776666666665,14.67
2023-08-12,33,Lower Keys,-81.485742,24.530938,15.96
2023-08-12,34,Lower Keys,-81.36317,24.62133,NA
2023-08-12,35,Middle Keys,-80.96599,24.68441,15.6
2023-08-12,36,Lower Keys,-81.44109888888889,24.540693333333333,15.5
2023-08-12,37,Lower Keys,-81.50222777777778,24.5262,15.96
2023-08-12,38,Lower Keys,-81.739744,24.474934,11.42
2023-08-12,39,Lower Keys,-81.67159,24.48972,14.67
2023-08-12,4,Upper Keys,-80.41520614285714,24.986858335714285,11.49
2023-08-12,40,Lower Keys,-81.570164,24.51006,14.31
2023-08-12,41,Lower Keys,-81.63146,24.499615,14.67
2023-08-12,42,Lower Keys,-81.52017,24.522404,14.07
2023-08-12,43,Lower Keys,-81.87914,24.454845,11.72
2023-08-12,44,Middle Keys,-80.73689,24.77622,15.8
2023-08-12,45,Lower Keys,-81.451145,24.53896,15.5
2023-08-12,46,Lower Keys,-81.70589444444444,24.482108888888888,14.52
2023-08-12,47,Broward-Miami,-80.1100105872521,25.997518832866962,6.63
2023-08-12,48,Broward-Miami,-80.1066370010376,26.013216018676758,6.63
2023-08-12,49,Broward-Miami,-80.09374128069196,26.145856584821427,NA
2023-08-12,5,Middle Keys,-81.11055108108108,24.626045675675677,15.48
2023-08-12,50,Broward-Miami,-80.08564910888671,26.210536670684814,NA
2023-08-12,51,Broward-Miami,-80.0898677280971,26.182849611554825,NA
2023-08-12,52,Broward-Miami,-80.08897247314454,26.199350357055664,NA
2023-08-12,53,Broward-Miami,-80.098114013671875,26.109182834625244,6.76
2023-08-12,54,Broward-Miami,-80.09680938720703,26.1586332321167,NA
2023-08-12,55,Broward-Miami,-80.10639381408691,26.06255006790161,6.75
2023-08-12,56,Broward-Miami,-80.11518096923828,25.976316452026367,6.63
2023-08-12,57,Biscayne,-80.09595111111112,25.641212222222222,8.63
2023-08-12,58,Biscayne,-80.1385375,25.475755,10.41
2023-08-12,59,Broward-Miami,-80.10703,25.83403,7.140000000000001
2023-08-12,6,Lower Keys,-81.40537463414634,24.546137073170733,15.22
2023-08-12,60,Biscayne,-80.09989,25.7277,7.66
2023-08-12,61,Biscayne,-80.10125625,25.5656675,9.16
2023-08-12,62,Tortugas--Dry Tortugas NP,-82.7989565,24.702541500000002,9.3
2023-08-12,63,Tortugas--Dry Tortugas NP,-82.7728,24.69355,9.31
2023-08-12,64,Tortugas--Dry Tortugas NP,-82.920517,24.61915,8.47
2023-08-12,65,Middle Keys,-80.6175075,24.90038,14.35
2023-08-12,66,Biscayne,-80.10287,25.53167,9.16
2023-08-12,67,Biscayne,-80.172505,25.35629,10.16
2023-08-12,68,Biscayne,-80.17822,25.33529,11.5
2023-08-12,7,Upper Keys,-80.281991,25.159758,12.09
2023-08-12,8,Middle Keys,-80.45652223333333,24.960605333333334,11.32
2023-08-12,9,Upper Keys,-80.26312043214286,25.148446528571426,11.03
2023-08-13,1,Upper Keys,-80.21065787388889,25.22146261977778,10.74
2023-08-13,10,Upper Keys,-80.3502695,25.0337599,11.790000000000001
2023-08-13,11,Upper Keys,-80.30377966666667,25.112720216666666,11.65
2023-08-13,12,Upper Keys,-80.29363458333333,25.134927492105263,12.43
2023-08-13,13,Middle Keys,-80.484465,24.939072,13.34
2023-08-13,14,Upper Keys,-80.37158037500001,25.0137503375,10.81
2023-08-13,15,Upper Keys,-80.243,25.2092,11.96
2023-08-13,16,Upper Keys,-80.405216,25.01575,11.82
2023-08-13,17,Upper Keys,-80.2191835234375,25.209177501875,10.74
2023-08-13,18,Upper Keys,-80.266,25.171266,11.35
2023-08-13,19,Upper Keys,-80.2088667,25.2807167,11.68
2023-08-13,2,Lower Keys,-81.84418155555555,24.46009533333333,11.92
2023-08-13,20,Upper Keys,-80.24255788333333,25.186216616666666,11.96
2023-08-13,21,Tortugas--Dry Tortugas NP,-82.867385,24.620765,8.83
2023-08-13,22,Tortugas--Dry Tortugas NP,-82.89099433333334,24.680955333333333,9.49
2023-08-13,23,Biscayne,-80.1861780047814,25.317226179867,11.68
2023-08-13,24,Biscayne,-80.16031,25.3732,10.47
2023-08-13,25,Lower Keys,-81.37904,24.553425,15.57
2023-08-13,26,Lower Keys,-81.472025,24.5333225,15.85
2023-08-13,27,Lower Keys,-81.54748363636364,24.516484545454546,14.65
2023-08-13,28,Lower Keys,-81.5935,24.50599,14.870000000000001
2023-08-13,29,Lower Keys,-81.76455999999999,24.471865,11.74
2023-08-13,3,Lower Keys,-81.386315,24.614938333333335,17.28
2023-08-13,30,Lower Keys,-81.9258,24.444805000000002,12.11
2023-08-13,31,Lower Keys,-81.90785,24.45692,12.05
2023-08-13,32,Lower Keys,-81.65581,24.493776666666665,15.01
2023-08-13,33,Lower Keys,-81.485742,24.530938,16.32
2023-08-13,34,Lower Keys,-81.36317,24.62133,NA
2023-08-13,35,Middle Keys,-80.96599,24.68441,16
2023-08-13,36,Lower Keys,-81.44109888888889,24.540693333333333,15.85
2023-08-13,37,Lower Keys,-81.50222777777778,24.5262,16.32
2023-08-13,38,Lower Keys,-81.739744,24.474934,11.74
2023-08-13,39,Lower Keys,-81.67159,24.48972,15.01
2023-08-13,4,Upper Keys,-80.41520614285714,24.986858335714285,11.82
2023-08-13,40,Lower Keys,-81.570164,24.51006,14.65
2023-08-13,41,Lower Keys,-81.63146,24.499615,15.01
2023-08-13,42,Lower Keys,-81.52017,24.522404,14.4
2023-08-13,43,Lower Keys,-81.87914,24.454845,12.05
2023-08-13,44,Middle Keys,-80.73689,24.77622,16.2
2023-08-13,45,Lower Keys,-81.451145,24.53896,15.85
2023-08-13,46,Lower Keys,-81.70589444444444,24.482108888888888,14.86
2023-08-13,47,Broward-Miami,-80.1100105872521,25.997518832866962,6.8500000000000005
2023-08-13,48,Broward-Miami,-80.1066370010376,26.013216018676758,6.8500000000000005
2023-08-13,49,Broward-Miami,-80.09374128069196,26.145856584821427,NA
2023-08-13,5,Middle Keys,-81.11055108108108,24.626045675675677,15.870000000000001
2023-08-13,50,Broward-Miami,-80.08564910888671,26.210536670684814,NA
2023-08-13,51,Broward-Miami,-80.0898677280971,26.182849611554825,NA
2023-08-13,52,Broward-Miami,-80.08897247314454,26.199350357055664,NA
2023-08-13,53,Broward-Miami,-80.098114013671875,26.109182834625244,6.96
2023-08-13,54,Broward-Miami,-80.09680938720703,26.1586332321167,NA
2023-08-13,55,Broward-Miami,-80.10639381408691,26.06255006790161,6.96
2023-08-13,56,Broward-Miami,-80.11518096923828,25.976316452026367,6.8500000000000005
2023-08-13,57,Biscayne,-80.09595111111112,25.641212222222222,8.91
2023-08-13,58,Biscayne,-80.1385375,25.475755,10.73
2023-08-13,59,Broward-Miami,-80.10703,25.83403,7.4
2023-08-13,6,Lower Keys,-81.40537463414634,24.546137073170733,15.57
2023-08-13,60,Biscayne,-80.09989,25.7277,7.930000000000001
2023-08-13,61,Biscayne,-80.10125625,25.5656675,9.46
2023-08-13,62,Tortugas--Dry Tortugas NP,-82.7989565,24.702541500000002,9.61
2023-08-13,63,Tortugas--Dry Tortugas NP,-82.7728,24.69355,9.61
2023-08-13,64,Tortugas--Dry Tortugas NP,-82.920517,24.61915,8.790000000000001
2023-08-13,65,Middle Keys,-80.6175075,24.90038,14.74
2023-08-13,66,Biscayne,-80.10287,25.53167,9.46
2023-08-13,67,Biscayne,-80.172505,25.35629,10.47
2023-08-13,68,Biscayne,-80.17822,25.33529,11.84
2023-08-13,7,Upper Keys,-80.281991,25.159758,12.43
2023-08-13,8,Middle Keys,-80.45652223333333,24.960605333333334,11.65
2023-08-13,9,Upper Keys,-80.26312043214286,25.148446528571426,11.35
2023-08-14,1,Upper Keys,-80.21065787388889,25.22146261977778,11
2023-08-14,10,Upper Keys,-80.3502695,25.0337599,12.07
2023-08-14,11,Upper Keys,-80.30377966666667,25.112720216666666,11.92
2023-08-14,12,Upper Keys,-80.29363458333333,25.134927492105263,12.71
2023-08-14,13,Middle Keys,-80.484465,24.939072,13.65
2023-08-14,14,Upper Keys,-80.37158037500001,25.0137503375,11.07
2023-08-14,15,Upper Keys,-80.243,25.2092,12.24
2023-08-14,16,Upper Keys,-80.405216,25.01575,12.1
2023-08-14,17,Upper Keys,-80.2191835234375,25.209177501875,11
2023-08-14,18,Upper Keys,-80.266,25.171266,11.620000000000001
2023-08-14,19,Upper Keys,-80.2088667,25.2807167,11.950000000000001
2023-08-14,2,Lower Keys,-81.84418155555555,24.46009533333333,12.280000000000001
2023-08-14,20,Upper Keys,-80.24255788333333,25.186216616666666,12.24
2023-08-14,21,Tortugas--Dry Tortugas NP,-82.867385,24.620765,9.14
2023-08-14,22,Tortugas--Dry Tortugas NP,-82.89099433333334,24.680955333333333,9.790000000000001
2023-08-14,23,Biscayne,-80.1861780047814,25.317226179867,11.950000000000001
2023-08-14,24,Biscayne,-80.16031,25.3732,10.74
2023-08-14,25,Lower Keys,-81.37904,24.553425,15.92
2023-08-14,26,Lower Keys,-81.472025,24.5333225,16.2
2023-08-14,27,Lower Keys,-81.54748363636364,24.516484545454546,15
2023-08-14,28,Lower Keys,-81.5935,24.50599,15.22
2023-08-14,29,Lower Keys,-81.76455999999999,24.471865,12.09
2023-08-14,3,Lower Keys,-81.386315,24.614938333333335,17.650000000000002
2023-08-14,30,Lower Keys,-81.9258,24.444805000000002,12.47
2023-08-14,31,Lower Keys,-81.90785,24.45692,12.41
2023-08-14,32,Lower Keys,-81.65581,24.493776666666665,15.370000000000001
2023-08-14,33,Lower Keys,-81.485742,24.530938,16.68
