subregion,date,dhw
Broward-Miami,2023-09-15,9.985454545454546
Broward-Miami,2023-09-16,9.985454545454546
Broward-Miami,2023-09-17,10.054545454545455
Broward-Miami,2023-09-18,10.19909090909091
Broward-Miami,2023-09-19,10.366363636363637
Broward-Miami,2023-09-20,10.366363636363637
Broward-Miami,2023-09-21,10.366363636363637
Broward-Miami,2023-09-22,10.366363636363637
Broward-Miami,2023-09-23,10.366363636363637
Broward-Miami,2023-09-24,10.366363636363637
Broward-Miami,2023-09-25,10.366363636363637
Broward-Miami,2023-09-26,10.366363636363637
Broward-Miami,2023-09-27,10.222727272727273
Broward-Miami,2023-09-28,10.051818181818183
Broward-Miami,2023-09-29,9.854545454545455
Broward-Miami,2023-09-30,9.677272727272728
Broward-Miami,2023-10-01,9.521818181818182
Broward-Miami,2023-10-02,9.350909090909092
Broward-Miami,2023-10-03,9.187272727272727
Broward-Miami,2023-10-04,8.967272727272727
Broward-Miami,2023-10-05,8.746363636363636
Broward-Miami,2023-10-06,8.501818181818182
Broward-Miami,2023-10-07,8.270909090909091
Broward-Miami,2023-10-08,8.054545454545455
Broward-Miami,2023-10-09,7.872727272727273
Broward-Miami,2023-10-10,7.696363636363636
Broward-Miami,2023-10-11,7.497272727272727
Broward-Miami,2023-10-12,7.32
Broward-Miami,2023-10-13,7.13909090909091
Broward-Miami,2023-10-14,6.9363636363636365
Broward-Miami,2023-10-15,6.734545454545455
Broward-Miami,2023-10-16,6.53
Broward-Miami,2023-10-17,6.330909090909091
Broward-Miami,2023-10-18,6.169090909090909
Broward-Miami,2023-10-19,5.995454545454546
Broward-Miami,2023-10-20,5.836363636363637
Broward-Miami,2023-10-21,5.836363636363637
Broward-Miami,2023-10-22,5.836363636363637
Broward-Miami,2023-10-23,5.836363636363637
Broward-Miami,2023-10-24,5.6854545454545455
Broward-Miami,2023-10-25,5.590909090909091
Broward-Miami,2023-10-26,5.430909090909091
Broward-Miami,2023-10-27,5.255454545454546
Broward-Miami,2023-10-28,5.0645454545454545
Broward-Miami,2023-10-29,4.864545454545454
Broward-Miami,2023-10-30,4.672727272727273
Broward-Miami,2023-10-31,4.4790909090909095
Broward-Miami,2023-11-01,4.263636363636364
Broward-Miami,2023-11-02,4.0600000000000005
Broward-Miami,2023-11-03,3.8527272727272726
Broward-Miami,2023-11-04,3.6072727272727274
Broward-Miami,2023-11-05,3.400909090909091
Broward-Miami,2023-11-06,3.221818181818182
Broward-Miami,2023-11-07,3.036363636363636
Broward-Miami,2023-11-08,2.8454545454545457
Broward-Miami,2023-11-09,2.6663636363636365
Broward-Miami,2023-11-10,2.4518181818181817
Broward-Miami,2023-11-11,2.291818181818182
Broward-Miami,2023-11-12,2.1163636363636362
Broward-Miami,2023-11-13,1.9363636363636365
Broward-Miami,2023-11-14,1.769090909090909
Broward-Miami,2023-11-15,1.5936363636363635
Broward-Miami,2023-11-16,1.4181818181818182
Broward-Miami,2023-11-17,1.2536363636363637
Broward-Miami,2023-11-18,1.0881818181818181
Broward-Miami,2023-11-19,0.9127272727272727
Broward-Miami,2023-11-20,0.74
Broward-Miami,2023-11-21,0.5636363636363636
Broward-Miami,2023-11-22,0.38636363636363635
Broward-Miami,2023-11-23,0.38636363636363635
Broward-Miami,2023-11-24,0.38636363636363635
Broward-Miami,2023-11-25,0.38636363636363635
Broward-Miami,2023-11-26,0.38636363636363635
Broward-Miami,2023-11-27,0.38636363636363635
Broward-Miami,2023-11-28,0.38636363636363635
Broward-Miami,2023-11-29,0.38636363636363635
Broward-Miami,2023-11-30,0.38636363636363635
Broward-Miami,2023-12-01,0.38636363636363635
Broward-Miami,2023-12-02,0.38636363636363635
Broward-Miami,2023-12-03,0.38636363636363635
Broward-Miami,2023-12-04,0.38636363636363635
Broward-Miami,2023-12-05,0.38636363636363635
Broward-Miami,2023-12-06,0.38636363636363635
Broward-Miami,2023-12-07,0.38636363636363635
Broward-Miami,2023-12-08,0.38636363636363635
Broward-Miami,2023-12-09,0.38636363636363635
Broward-Miami,2023-12-10,0.31636363636363635
Broward-Miami,2023-12-11,0.17
Broward-Miami,2023-12-12,0
Broward-Miami,2023-12-13,0
Broward-Miami,2023-12-14,0
Broward-Miami,2023-12-15,0
Broward-Miami,2023-12-16,0
Broward-Miami,2023-12-17,0
Broward-Miami,2023-12-18,0
Broward-Miami,2023-12-19,0
Broward-Miami,2023-12-20,0
Broward-Miami,2023-12-21,0
Broward-Miami,2023-12-22,0
Broward-Miami,2023-12-23,0
Broward-Miami,2023-12-24,0
Broward-Miami,2023-12-25,0
Broward-Miami,2023-12-26,0
Broward-Miami,2023-12-27,0
Broward-Miami,2023-12-28,0
Broward-Miami,2023-12-29,0
Broward-Miami,2023-12-30,0
Broward-Miami,2023-12-31,0
Biscayne,2023-06-01,0
Biscayne,2023-06-02,0
Biscayne,2023-06-03,0
Biscayne,2023-06-04,0
Biscayne,2023-06-05,0
Biscayne,2023-06-06,0
Biscayne,2023-06-07,0
Biscayne,2023-06-08,0
Biscayne,2023-06-09,0
Biscayne,2023-06-10,0
Biscayne,2023-06-11,0
Biscayne,2023-06-12,0
Biscayne,2023-06-13,0
Biscayne,2023-06-14,0
Biscayne,2023-06-15,0
Biscayne,2023-06-16,0
Biscayne,2023-06-17,0
Biscayne,2023-06-18,0
Biscayne,2023-06-19,0
Biscayne,2023-06-20,0
Biscayne,2023-06-21,0
Biscayne,2023-06-22,0
Biscayne,2023-06-23,0
Biscayne,2023-06-24,0
Biscayne,2023-06-25,0
Biscayne,2023-06-26,0
Biscayne,2023-06-27,0
Biscayne,2023-06-28,0
Biscayne,2023-06-29,0
Biscayne,2023-06-30,0
Biscayne,2023-07-01,0.05
Biscayne,2023-07-02,0.11333333333333333
Biscayne,2023-07-03,0.16444444444444445
Biscayne,2023-07-04,0.3088888888888889
Biscayne,2023-07-05,0.5222222222222223
Biscayne,2023-07-06,0.7411111111111112
Biscayne,2023-07-07,0.98
Biscayne,2023-07-08,1.21
Biscayne,2023-07-09,1.43
Biscayne,2023-07-10,1.6733333333333333
Biscayne,2023-07-11,1.9355555555555557
Biscayne,2023-07-12,2.2122222222222225
Biscayne,2023-07-13,2.507777777777778
Biscayne,2023-07-14,2.8133333333333335
Biscayne,2023-07-15,3.121111111111111
Biscayne,2023-07-16,3.4344444444444444
Biscayne,2023-07-17,3.7111111111111112
Biscayne,2023-07-18,3.982222222222222
Biscayne,2023-07-19,4.223333333333334
Biscayne,2023-07-20,4.445555555555556
Biscayne,2023-07-21,4.687777777777778
Biscayne,2023-07-22,4.952222222222223
Biscayne,2023-07-23,5.246666666666667
Biscayne,2023-07-24,5.527777777777778
Biscayne,2023-07-25,5.816666666666667
Biscayne,2023-07-26,6.082222222222223
Biscayne,2023-07-27,6.326666666666667
Biscayne,2023-07-28,6.527777777777778
Biscayne,2023-07-29,6.594444444444444
Biscayne,2023-07-30,6.628888888888889
Biscayne,2023-07-31,6.714444444444445
Biscayne,2023-08-01,6.906666666666666
Biscayne,2023-08-02,7.075555555555556
Biscayne,2023-08-03,7.282222222222222
Biscayne,2023-08-04,7.487777777777778
Biscayne,2023-08-05,7.726666666666667
Biscayne,2023-08-06,7.986666666666666
Biscayne,2023-08-07,8.27
Biscayne,2023-08-08,8.555555555555555
Biscayne,2023-08-09,8.843333333333334
Biscayne,2023-08-10,9.165555555555557
Biscayne,2023-08-11,9.473333333333333
Biscayne,2023-08-12,9.79888888888889
Biscayne,2023-08-13,10.105555555555556
Biscayne,2023-08-14,10.362222222222222
Biscayne,2023-08-15,10.613333333333333
Biscayne,2023-08-16,10.827777777777778
Biscayne,2023-08-17,11.03888888888889
Biscayne,2023-08-18,11.262222222222222
Biscayne,2023-08-19,11.45111111111111
Biscayne,2023-08-20,11.633333333333333
Biscayne,2023-08-21,11.822222222222223
Biscayne,2023-08-22,12.001111111111111
Biscayne,2023-08-23,12.176666666666668
Biscayne,2023-08-24,12.348888888888888
Biscayne,2023-08-25,12.512222222222222
Biscayne,2023-08-26,12.65
Biscayne,2023-08-27,12.824444444444445
Biscayne,2023-08-28,12.99
Biscayne,2023-08-29,13.176666666666668
Biscayne,2023-08-30,13.316666666666666
Biscayne,2023-08-31,13.4
Biscayne,2023-09-01,13.431111111111111
Biscayne,2023-09-02,13.431111111111111
Biscayne,2023-09-03,13.431111111111111
Biscayne,2023-09-04,13.431111111111111
Biscayne,2023-09-05,13.431111111111111
Biscayne,2023-09-06,13.431111111111111
Biscayne,2023-09-07,13.431111111111111
Biscayne,2023-09-08,13.431111111111111
Biscayne,2023-09-09,13.431111111111111
Biscayne,2023-09-10,13.431111111111111
Biscayne,2023-09-11,13.431111111111111
Biscayne,2023-09-12,13.513333333333334
Biscayne,2023-09-13,13.65
Biscayne,2023-09-14,13.775555555555556
Biscayne,2023-09-15,13.893333333333333
Biscayne,2023-09-16,14.02
Biscayne,2023-09-17,14.193333333333333
Biscayne,2023-09-18,14.367777777777778
Biscayne,2023-09-19,14.540000000000001
Biscayne,2023-09-20,14.658888888888889
Biscayne,2023-09-21,14.706666666666667
Biscayne,2023-09-22,14.706666666666667
Biscayne,2023-09-23,14.656666666666666
Biscayne,2023-09-24,14.591111111111111
Biscayne,2023-09-25,14.540000000000001
Biscayne,2023-09-26,14.396666666666667
Biscayne,2023-09-27,14.183333333333334
Biscayne,2023-09-28,13.962222222222223
Biscayne,2023-09-29,13.725555555555555
Biscayne,2023-09-30,13.497777777777777
Biscayne,2023-10-01,13.276666666666667
Biscayne,2023-10-02,13.032222222222222
Biscayne,2023-10-03,12.772222222222222
Biscayne,2023-10-04,12.494444444444445
Biscayne,2023-10-05,12.196666666666667
Biscayne,2023-10-06,11.892222222222221
Biscayne,2023-10-07,11.586666666666666
Biscayne,2023-10-08,11.268888888888888
Biscayne,2023-10-09,10.995555555555557
Biscayne,2023-10-10,10.721111111111112
Biscayne,2023-10-11,10.48
Biscayne,2023-10-12,10.26
Biscayne,2023-10-13,10.02
Biscayne,2023-10-14,9.753333333333334
Biscayne,2023-10-15,9.46
Biscayne,2023-10-16,9.18
Biscayne,2023-10-17,8.89
Biscayne,2023-10-18,8.624444444444444
Biscayne,2023-10-19,8.375555555555556
Biscayne,2023-10-20,8.17888888888889
Biscayne,2023-10-21,8.11111111111111
Biscayne,2023-10-22,8.077777777777778
Biscayne,2023-10-23,7.993333333333333
Biscayne,2023-10-24,7.8
Biscayne,2023-10-25,7.63
Biscayne,2023-10-26,7.424444444444444
Biscayne,2023-10-27,7.220000000000001
Biscayne,2023-10-28,6.98
Biscayne,2023-10-29,6.716666666666667
Biscayne,2023-10-30,6.435555555555556
Biscayne,2023-10-31,6.151111111111111
Biscayne,2023-11-01,5.86
Biscayne,2023-11-02,5.541111111111111
Biscayne,2023-11-03,5.232222222222222
Biscayne,2023-11-04,4.905555555555556
Biscayne,2023-11-05,4.601111111111111
Biscayne,2023-11-06,4.341111111111111
Biscayne,2023-11-07,4.091111111111111
Biscayne,2023-11-08,3.878888888888889
Biscayne,2023-11-09,3.667777777777778
Biscayne,2023-11-10,3.444444444444444
Biscayne,2023-11-11,3.2555555555555555
Biscayne,2023-11-12,3.0722222222222224
Biscayne,2023-11-13,2.8833333333333333
Biscayne,2023-11-14,2.7055555555555557
Biscayne,2023-11-15,2.528888888888889
Biscayne,2023-11-16,2.354444444444445
Biscayne,2023-11-17,2.192222222222222
Biscayne,2023-11-18,2.0544444444444445
Biscayne,2023-11-19,1.8811111111111112
Biscayne,2023-11-20,1.7155555555555555
Biscayne,2023-11-21,1.528888888888889
Biscayne,2023-11-22,1.3888888888888888
Biscayne,2023-11-23,1.3055555555555556
Biscayne,2023-11-24,1.2744444444444445
Biscayne,2023-11-25,1.2744444444444445
Biscayne,2023-11-26,1.2744444444444445
Biscayne,2023-11-27,1.2744444444444445
Biscayne,2023-11-28,1.2744444444444445
Biscayne,2023-11-29,1.2744444444444445
Biscayne,2023-11-30,1.2744444444444445
Biscayne,2023-12-01,1.2744444444444445
Biscayne,2023-12-02,1.2744444444444445
Biscayne,2023-12-03,1.2744444444444445
Biscayne,2023-12-04,1.2744444444444445
Biscayne,2023-12-05,1.1933333333333334
Biscayne,2023-12-06,1.0533333333333335
Biscayne,2023-12-07,0.93
Biscayne,2023-12-08,0.8122222222222223
Biscayne,2023-12-09,0.6866666666666666
Biscayne,2023-12-10,0.5122222222222222
Biscayne,2023-12-11,0.33666666666666667
Biscayne,2023-12-12,0.16333333333333333
Biscayne,2023-12-13,0.046666666666666676
Biscayne,2023-12-14,0
Biscayne,2023-12-15,0
Biscayne,2023-12-16,0
Biscayne,2023-12-17,0
Biscayne,2023-12-18,0
Biscayne,2023-12-19,0
Biscayne,2023-12-20,0
Biscayne,2023-12-21,0
Biscayne,2023-12-22,0
Biscayne,2023-12-23,0
Biscayne,2023-12-24,0
Biscayne,2023-12-25,0
Biscayne,2023-12-26,0
Biscayne,2023-12-27,0
Biscayne,2023-12-28,0
Biscayne,2023-12-29,0
Biscayne,2023-12-30,0
Biscayne,2023-12-31,0
Upper Keys,2023-06-01,0
Upper Keys,2023-06-02,0
Upper Keys,2023-06-03,0
Upper Keys,2023-06-04,0
Upper Keys,2023-06-05,0
Upper Keys,2023-06-06,0
Upper Keys,2023-06-07,0
Upper Keys,2023-06-08,0
Upper Keys,2023-06-09,0
Upper Keys,2023-06-10,0
Upper Keys,2023-06-11,0
Upper Keys,2023-06-12,0
Upper Keys,2023-06-13,0
Upper Keys,2023-06-14,0
Upper Keys,2023-06-15,0
Upper Keys,2023-06-16,0
Upper Keys,2023-06-17,0
Upper Keys,2023-06-18,0
Upper Keys,2023-06-19,0
Upper Keys,2023-06-20,0
Upper Keys,2023-06-21,0
Upper Keys,2023-06-22,0
Upper Keys,2023-06-23,0
Upper Keys,2023-06-24,0
Upper Keys,2023-06-25,0
Upper Keys,2023-06-26,0
Upper Keys,2023-06-27,0
Upper Keys,2023-06-28,0
Upper Keys,2023-06-29,0
Upper Keys,2023-06-30,0
Upper Keys,2023-07-01,0.11714285714285715
Upper Keys,2023-07-02,0.16714285714285715
Upper Keys,2023-07-03,0.33285714285714285
Upper Keys,2023-07-04,0.5178571428571429
Upper Keys,2023-07-05,0.7414285714285714
Upper Keys,2023-07-06,0.9707142857142858
Upper Keys,2023-07-07,1.2128571428571429
Upper Keys,2023-07-08,1.4492857142857143
Upper Keys,2023-07-09,1.707142857142857
Upper Keys,2023-07-10,1.995
Upper Keys,2023-07-11,2.309285714285714
Upper Keys,2023-07-12,2.6292857142857144
Upper Keys,2023-07-13,2.968571428571429
Upper Keys,2023-07-14,3.310714285714286
Upper Keys,2023-07-15,3.6557142857142857
Upper Keys,2023-07-16,3.9842857142857144
Upper Keys,2023-07-17,4.299285714285714
Upper Keys,2023-07-18,4.610714285714286
Upper Keys,2023-07-19,4.897142857142857
Upper Keys,2023-07-20,5.139285714285714
Upper Keys,2023-07-21,5.409285714285715
Upper Keys,2023-07-22,5.702857142857143
Upper Keys,2023-07-23,6.0285714285714285
Upper Keys,2023-07-24,6.332857142857143
Upper Keys,2023-07-25,6.649285714285714
Upper Keys,2023-07-26,6.949285714285715
Upper Keys,2023-07-27,7.225714285714286
Upper Keys,2023-07-28,7.4471428571428575
Upper Keys,2023-07-29,7.6085714285714285
Upper Keys,2023-07-30,7.761428571428572
Upper Keys,2023-07-31,7.916428571428572
Upper Keys,2023-08-01,8.117857142857144
Upper Keys,2023-08-02,8.34
Upper Keys,2023-08-03,8.57
Upper Keys,2023-08-04,8.79857142857143
Upper Keys,2023-08-05,9.07
Upper Keys,2023-08-06,9.362857142857143
Upper Keys,2023-08-07,9.66
Upper Keys,2023-08-08,9.96857142857143
Upper Keys,2023-08-09,10.281428571428572
Upper Keys,2023-08-10,10.612857142857143
Upper Keys,2023-08-11,10.950714285714286
Upper Keys,2023-08-12,11.28357142857143
Upper Keys,2023-08-13,11.609285714285715
Upper Keys,2023-08-14,11.882142857142858
Upper Keys,2023-08-15,12.166428571428572
Upper Keys,2023-08-16,12.404285714285715
Upper Keys,2023-08-17,12.642857142857142
Upper Keys,2023-08-18,12.882857142857143
Upper Keys,2023-08-19,13.112857142857143
Upper Keys,2023-08-20,13.322142857142858
Upper Keys,2023-08-21,13.535714285714286
Upper Keys,2023-08-22,13.73857142857143
Upper Keys,2023-08-23,13.926428571428572
Upper Keys,2023-08-24,14.11357142857143
Upper Keys,2023-08-25,14.298571428571428
Upper Keys,2023-08-26,14.469285714285714
Upper Keys,2023-08-27,14.64857142857143
Upper Keys,2023-08-28,14.82857142857143
Upper Keys,2023-08-29,15.007142857142858
Upper Keys,2023-08-30,15.007142857142858
Upper Keys,2023-08-31,15.095
Upper Keys,2023-09-01,15.187142857142858
Upper Keys,2023-09-02,15.280000000000001
Upper Keys,2023-09-03,15.280000000000001
Upper Keys,2023-09-04,15.280000000000001
Upper Keys,2023-09-05,15.280000000000001
Upper Keys,2023-09-06,15.280000000000001
Upper Keys,2023-09-07,15.280000000000001
Upper Keys,2023-09-08,15.280000000000001
Upper Keys,2023-09-09,15.280000000000001
Upper Keys,2023-09-10,15.280000000000001
Upper Keys,2023-09-11,15.280000000000001
Upper Keys,2023-09-12,15.438571428571429
Upper Keys,2023-09-13,15.61
Upper Keys,2023-09-14,15.780714285714286
Upper Keys,2023-09-15,15.92
Upper Keys,2023-09-16,16.095
Upper Keys,2023-09-17,16.287142857142857
Upper Keys,2023-09-18,16.495
Upper Keys,2023-09-19,16.696428571428573
Upper Keys,2023-09-20,16.86857142857143
Upper Keys,2023-09-21,17.022142857142857
Upper Keys,2023-09-22,17.022142857142857
Upper Keys,2023-09-23,16.90357142857143
Upper Keys,2023-09-24,16.85
Upper Keys,2023-09-25,16.689285714285713
Upper Keys,2023-09-26,16.500714285714285
Upper Keys,2023-09-27,16.277142857142856
Upper Keys,2023-09-28,16.049285714285716
Upper Keys,2023-09-29,15.805714285714286
Upper Keys,2023-09-30,15.569285714285714
Upper Keys,2023-10-01,15.314285714285715
Upper Keys,2023-10-02,15.025
Upper Keys,2023-10-03,14.712142857142858
Upper Keys,2023-10-04,14.38857142857143
Upper Keys,2023-10-05,14.050714285714285
Upper Keys,2023-10-06,13.707857142857144
Upper Keys,2023-10-07,13.365
Upper Keys,2023-10-08,13.035
Upper Keys,2023-10-09,12.722142857142858
Upper Keys,2023-10-10,12.406428571428572
Upper Keys,2023-10-11,12.122142857142858
Upper Keys,2023-10-12,11.882142857142856
Upper Keys,2023-10-13,11.61
Upper Keys,2023-10-14,11.316428571428572
Upper Keys,2023-10-15,10.991428571428571
Upper Keys,2023-10-16,10.685
Upper Keys,2023-10-17,10.370000000000001
Upper Keys,2023-10-18,10.07
Upper Keys,2023-10-19,9.793571428571429
Upper Keys,2023-10-20,9.57
Upper Keys,2023-10-21,9.412857142857142
Upper Keys,2023-10-22,9.259285714285715
Upper Keys,2023-10-23,9.105
Upper Keys,2023-10-24,8.9
Upper Keys,2023-10-25,8.682142857142857
Upper Keys,2023-10-26,8.45
Upper Keys,2023-10-27,8.217857142857143
Upper Keys,2023-10-28,7.947857142857143
Upper Keys,2023-10-29,7.654285714285715
Upper Keys,2023-10-30,7.362857142857143
Upper Keys,2023-10-31,7.052142857142857
Upper Keys,2023-11-01,6.740714285714286
Upper Keys,2023-11-02,6.405714285714286
Upper Keys,2023-11-03,6.067142857142858
Upper Keys,2023-11-04,5.7371428571428575
Upper Keys,2023-11-05,5.412857142857143
Upper Keys,2023-11-06,5.138571428571429
Upper Keys,2023-11-07,4.854285714285714
Upper Keys,2023-11-08,4.615
Upper Keys,2023-11-09,4.377142857142857
Upper Keys,2023-11-10,4.133571428571429
Upper Keys,2023-11-11,3.9050000000000002
Upper Keys,2023-11-12,3.697142857142857
Upper Keys,2023-11-13,3.4835714285714285
Upper Keys,2023-11-14,3.2807142857142857
Upper Keys,2023-11-15,3.0942857142857143
Upper Keys,2023-11-16,2.9050000000000002
Upper Keys,2023-11-17,2.7214285714285715
Upper Keys,2023-11-18,2.55
Upper Keys,2023-11-19,2.37
Upper Keys,2023-11-20,2.1871428571428573
Upper Keys,2023-11-21,2.0114285714285716
Upper Keys,2023-11-22,2.0114285714285716
Upper Keys,2023-11-23,1.9257142857142857
Upper Keys,2023-11-24,1.832857142857143
Upper Keys,2023-11-25,1.737857142857143
Upper Keys,2023-11-26,1.737857142857143
Upper Keys,2023-11-27,1.737857142857143
Upper Keys,2023-11-28,1.737857142857143
Upper Keys,2023-11-29,1.737857142857143
Upper Keys,2023-11-30,1.737857142857143
Upper Keys,2023-12-01,1.737857142857143
Upper Keys,2023-12-02,1.737857142857143
Upper Keys,2023-12-03,1.737857142857143
Upper Keys,2023-12-04,1.737857142857143
Upper Keys,2023-12-05,1.5807142857142857
Upper Keys,2023-12-06,1.4085714285714286
Upper Keys,2023-12-07,1.2364285714285714
Upper Keys,2023-12-08,1.0978571428571429
Upper Keys,2023-12-09,0.9242857142857143
Upper Keys,2023-12-10,0.7328571428571429
Upper Keys,2023-12-11,0.5221428571428571
Upper Keys,2023-12-12,0.32071428571428573
Upper Keys,2023-12-13,0.15071428571428572
Upper Keys,2023-12-14,0
Upper Keys,2023-12-15,0
Upper Keys,2023-12-16,0
Upper Keys,2023-12-17,0
Upper Keys,2023-12-18,0
Upper Keys,2023-12-19,0
Upper Keys,2023-12-20,0
Upper Keys,2023-12-21,0
Upper Keys,2023-12-22,0
Upper Keys,2023-12-23,0
Upper Keys,2023-12-24,0
Upper Keys,2023-12-25,0
Upper Keys,2023-12-26,0
Upper Keys,2023-12-27,0
Upper Keys,2023-12-28,0
Upper Keys,2023-12-29,0
Upper Keys,2023-12-30,0
Upper Keys,2023-12-31,0
Middle Keys,2023-06-01,0
Middle Keys,2023-06-02,0
Middle Keys,2023-06-03,0
Middle Keys,2023-06-04,0
Middle Keys,2023-06-05,0
Middle Keys,2023-06-06,0
Middle Keys,2023-06-07,0
Middle Keys,2023-06-08,0
Middle Keys,2023-06-09,0
Middle Keys,2023-06-10,0
Middle Keys,2023-06-11,0
Middle Keys,2023-06-12,0
Middle Keys,2023-06-13,0
Middle Keys,2023-06-14,0
Middle Keys,2023-06-15,0.046666666666666676
Middle Keys,2023-06-16,0.155
Middle Keys,2023-06-17,0.2366666666666667
Middle Keys,2023-06-18,0.2866666666666667
Middle Keys,2023-06-19,0.2866666666666667
Middle Keys,2023-06-20,0.2866666666666667
Middle Keys,2023-06-21,0.33666666666666667
Middle Keys,2023-06-22,0.41333333333333333
Middle Keys,2023-06-23,0.41333333333333333
Middle Keys,2023-06-24,0.48833333333333334
Middle Keys,2023-06-25,0.5133333333333334
Middle Keys,2023-06-26,0.5133333333333334
Middle Keys,2023-06-27,0.5133333333333334
Middle Keys,2023-06-28,0.5383333333333333
Middle Keys,2023-06-29,0.6799999999999999
Middle Keys,2023-06-30,0.8566666666666666
Middle Keys,2023-07-01,1.06
Middle Keys,2023-07-02,1.2433333333333334
Middle Keys,2023-07-03,1.47
Middle Keys,2023-07-04,1.7316666666666667
Middle Keys,2023-07-05,2.0233333333333334
Middle Keys,2023-07-06,2.3016666666666667
Middle Keys,2023-07-07,2.5933333333333333
Middle Keys,2023-07-08,2.885
Middle Keys,2023-07-09,3.2
Middle Keys,2023-07-10,3.5316666666666667
Middle Keys,2023-07-11,3.91
